accession,lineage,scorpio_name
EPI_ISL_13292825,BA.2,Omicron (BA.2-like)
EPI_ISL_13301009,BA.2,Omicron (BA.2-like)
EPI_ISL_13292691,BA.2,Omicron (BA.2-like)
EPI_ISL_16178072,AY.4.2,Delta (AY.4.2-like)
EPI_ISL_9612967,AY.4.2,Delta (AY.4.2-like)
EPI_ISL_15497582,BA.2,Omicron (BA.2-like)
EPI_ISL_12351502,BA.2,Omicron (BA.2-like)
EPI_ISL_13209278,BA.2,Omicron (BA.2-like)
EPI_ISL_12351557,BA.2,Omicron (BA.2-like)
EPI_ISL_16212060,BA.2,Omicron (BA.2-like)
EPI_ISL_16197846,BA.2,Omicron (BA.2-like)
EPI_ISL_13585850,AY.42,Delta (B.1.617.2-like)
EPI_ISL_16233192,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13292699,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14728981,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12492545,BA.2,Omicron (BA.2-like)
EPI_ISL_16211572,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16194755,BA.1.17,Omicron (BA.1-like)
EPI_ISL_15497996,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498063,BA.2,Omicron (BA.2-like)
EPI_ISL_16197329,BA.2,Omicron (BA.2-like)
EPI_ISL_12351667,BA.2,Omicron (BA.2-like)
EPI_ISL_14729227,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16438550,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13292883,BA.2,Omicron (BA.2-like)
EPI_ISL_9909430,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16195362,BA.2,Omicron (BA.2-like)
EPI_ISL_16240604,BA.2,Omicron (BA.2-like)
EPI_ISL_12323733,AY.126,Delta (B.1.617.2-like)
EPI_ISL_16240429,BA.2.9,Omicron (BA.2-like)
EPI_ISL_9316778,AY.4.2.3,Delta (AY.4.2-like)
EPI_ISL_16240495,BA.2.54,Omicron (BA.2-like)
EPI_ISL_15498485,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_16197507,BA.2,Omicron (BA.2-like)
EPI_ISL_15497543,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197017,BA.2.3,Omicron (BA.2-like)
EPI_ISL_10934687,BA.1.1,Omicron (BA.1-like)
EPI_ISL_11160337,BA.2,Omicron (BA.2-like)
EPI_ISL_16211848,BA.2,Omicron (BA.2-like)
EPI_ISL_16195307,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16438356,BA.2,Omicron (BA.2-like)
EPI_ISL_12351887,BA.2,Omicron (BA.2-like)
EPI_ISL_16197932,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497398,BA.2,Omicron (BA.2-like)
EPI_ISL_15497909,BA.2,Omicron (BA.2-like)
EPI_ISL_16196002,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_15498128,BA.2,Omicron (BA.2-like)
EPI_ISL_16211116,BA.2,Omicron (BA.2-like)
EPI_ISL_15498674,BA.2,Omicron (BA.2-like)
EPI_ISL_16233419,BA.2,Omicron (BA.2-like)
EPI_ISL_14729428,BA.2,Omicron (BA.2-like)
EPI_ISL_16196996,BA.2,Omicron (BA.2-like)
EPI_ISL_15157005,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498157,XAU,Omicron (BA.2-like)
EPI_ISL_11160324,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14727480,BA.4.1,Omicron (BA.4-like)
EPI_ISL_16239651,BA.2,Omicron (BA.2-like)
EPI_ISL_16211254,BA.2,Omicron (BA.2-like)
EPI_ISL_15498043,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15156777,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498696,BA.4.1,Omicron (BA.4-like)
EPI_ISL_16197387,B.1.1.529,Omicron (Unassigned)
EPI_ISL_15498621,BA.2,Omicron (BA.2-like)
EPI_ISL_16211953,BA.2,Omicron (BA.2-like)
EPI_ISL_9909407,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16211456,BA.2,Omicron (BA.2-like)
EPI_ISL_13716782,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16240443,BA.2,Omicron (BA.2-like)
EPI_ISL_16181925,B.1.1.529,Probable Omicron (Unassigned)
EPI_ISL_8894160,AY.4,Delta (AY.4-like)
EPI_ISL_15156839,BA.5.2.1,Omicron (BA.5-like)
EPI_ISL_15498222,BA.2,Omicron (BA.2-like)
EPI_ISL_16233297,BA.2,Omicron (BA.2-like)
EPI_ISL_12958925,BA.2,Omicron (BA.2-like)
EPI_ISL_13292862,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16239773,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16197514,BA.2,Omicron (BA.2-like)
EPI_ISL_14729463,BA.2,Omicron (BA.2-like)
EPI_ISL_16211197,BA.2,Omicron (BA.2-like)
EPI_ISL_16211791,BA.2,Omicron (BA.2-like)
EPI_ISL_16233118,BA.4,Omicron (BA.4-like)
EPI_ISL_16197395,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16239771,BA.4,Omicron (BA.4-like)
EPI_ISL_16211170,BA.2,Omicron (BA.2-like)
EPI_ISL_15497024,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16438609,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14727990,BA.2.9,Omicron (BA.2-like)
EPI_ISL_9620280,AY.4,Delta (AY.4-like)
EPI_ISL_16438467,BA.2,Omicron (BA.2-like)
EPI_ISL_16197937,BA.2,Omicron (BA.2-like)
EPI_ISL_16212039,BA.2,Omicron (BA.2-like)
EPI_ISL_12882940,BA.2,Omicron (BA.2-like)
EPI_ISL_14729009,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15497453,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15156760,BA.2,Omicron (BA.2-like)
EPI_ISL_16211710,BA.2,Omicron (BA.2-like)
EPI_ISL_9084540,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211084,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197168,BA.2,Omicron (BA.2-like)
EPI_ISL_16197626,BA.2,Omicron (BA.2-like)
EPI_ISL_16197288,BA.2,Omicron (BA.2-like)
EPI_ISL_13300865,BA.2,Omicron (BA.2-like)
EPI_ISL_13251583,BA.2,Omicron (BA.2-like)
EPI_ISL_16197524,BA.2,Omicron (BA.2-like)
EPI_ISL_16177607,BA.2,Omicron (BA.2-like)
EPI_ISL_16239645,BA.2,Omicron (BA.2-like)
EPI_ISL_14727571,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16196930,BA.2,Omicron (BA.2-like)
EPI_ISL_16233125,BA.5.1,Omicron (BA.5-like)
EPI_ISL_10856752,BA.2,Omicron (BA.2-like)
EPI_ISL_16197477,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12918748,BA.2,Omicron (BA.2-like)
EPI_ISL_16233545,BA.2,Omicron (BA.2-like)
EPI_ISL_14727988,BA.2,Omicron (BA.2-like)
EPI_ISL_16239551,BA.2,Omicron (BA.2-like)
EPI_ISL_15498378,BA.2,Omicron (BA.2-like)
EPI_ISL_14729023,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_13292574,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16211117,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13408163,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16197822,BA.4,Omicron (BA.4-like)
EPI_ISL_16239665,BA.4,Omicron (BA.4-like)
EPI_ISL_16438501,BA.2,Omicron (BA.2-like)
EPI_ISL_9620165,AY.43,Delta (B.1.617.2-like)
EPI_ISL_13300887,BA.2.5,Omicron (BA.2-like)
EPI_ISL_16211554,BA.2,Omicron (BA.2-like)
EPI_ISL_16211399,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195600,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16239805,BA.2.9,Omicron (BA.2-like)
EPI_ISL_11868789,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12315258,BA.2.3.15,Omicron (BA.2-like)
EPI_ISL_9620307,AY.4,Delta (AY.4-like)
EPI_ISL_15835823,BA.2,Omicron (BA.2-like)
EPI_ISL_9909494,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16239667,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498532,BA.2,Omicron (BA.2-like)
EPI_ISL_16197930,BA.2,Omicron (BA.2-like)
EPI_ISL_16211732,BA.2,Omicron (BA.2-like)
EPI_ISL_14729338,BA.2,Omicron (BA.2-like)
EPI_ISL_14729486,BA.2,Omicron (BA.2-like)
EPI_ISL_9648328,AY.127,Delta (B.1.617.2-like)
EPI_ISL_16233172,BA.2,Omicron (BA.2-like)
EPI_ISL_16240500,BA.2.36,Omicron (BA.2-like)
EPI_ISL_16211140,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14727483,BA.4,Omicron (BA.4-like)
EPI_ISL_16211497,BA.2,Omicron (BA.2-like)
EPI_ISL_13300949,BA.2,Omicron (BA.2-like)
EPI_ISL_15497585,BA.2,Omicron (BA.2-like)
EPI_ISL_12351602,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16233246,BA.2,Omicron (BA.2-like)
EPI_ISL_12351761,BA.2,Omicron (BA.2-like)
EPI_ISL_16240524,BA.2,Omicron (BA.2-like)
EPI_ISL_16197313,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16211795,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211438,BA.2.9.1,Omicron (BA.2-like)
EPI_ISL_13081812,BA.2.9.1,Omicron (BA.2-like)
EPI_ISL_12351919,BA.2.3,Omicron (BA.2-like)
EPI_ISL_12351620,BA.2.5,Omicron (BA.2-like)
EPI_ISL_16233571,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729343,BA.2.38,Omicron (BA.2-like)
EPI_ISL_16197539,BA.2,Omicron (BA.2-like)
EPI_ISL_15497608,BA.2,Omicron (BA.2-like)
EPI_ISL_16196839,BA.2,Omicron (BA.2-like)
EPI_ISL_16180876,AY.122,Delta (B.1.617.2-like)
EPI_ISL_15497587,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16438996,BA.2.9,Omicron (BA.2-like)
EPI_ISL_9909471,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16211066,BA.2,Omicron (BA.2-like)
EPI_ISL_13292641,BA.2,Omicron (BA.2-like)
EPI_ISL_16196849,BA.1.1.14,Omicron (BA.1-like)
EPI_ISL_13300989,BA.2,Omicron (BA.2-like)
EPI_ISL_16438383,BA.5.1.10,Omicron (BA.5-like)
EPI_ISL_15497400,BA.2,Omicron (BA.2-like)
EPI_ISL_12600738,BA.2,Omicron (BA.2-like)
EPI_ISL_16211173,BA.2,Omicron (BA.2-like)
EPI_ISL_14727743,BA.5.1.30,Omicron (BA.5-like)
EPI_ISL_16438506,BA.5.1.30,Omicron (BA.5-like)
EPI_ISL_14729145,BA.5.1,Omicron (BA.5-like)
EPI_ISL_9620301,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16196017,BA.2.3,Omicron (BA.2-like)
EPI_ISL_10931953,BA.1.18,Omicron (BA.1-like)
EPI_ISL_13797794,BA.2,Omicron (BA.2-like)
EPI_ISL_13292620,BA.2,Omicron (BA.2-like)
EPI_ISL_14727721,BA.5.2,Omicron (BA.5-like)
EPI_ISL_16239674,BA.2,Omicron (BA.2-like)
EPI_ISL_16438392,BA.5.2.1,Omicron (BA.5-like)
EPI_ISL_15498730,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498054,BA.2,Omicron (BA.2-like)
EPI_ISL_11586583,AY.9.2,Delta (B.1.617.2-like)
EPI_ISL_16240467,BA.2,Omicron (BA.2-like)
EPI_ISL_16195462,BA.1.1,Omicron (BA.1-like)
EPI_ISL_15497105,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16211676,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_13292923,BA.2,Omicron (BA.2-like)
EPI_ISL_13292797,BA.2,Omicron (BA.2-like)
EPI_ISL_12351615,BA.2,Omicron (BA.2-like)
EPI_ISL_16195067,BA.2,Omicron (BA.2-like)
EPI_ISL_14729030,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729185,BA.2,Omicron (BA.2-like)
EPI_ISL_14728991,BA.2,Omicron (BA.2-like)
EPI_ISL_13897272,BA.2.56,Omicron (BA.2-like)
EPI_ISL_16212027,BA.2,Omicron (BA.2-like)
EPI_ISL_13300941,BA.2,Omicron (BA.2-like)
EPI_ISL_15498213,BA.2,Omicron (BA.2-like)
EPI_ISL_12351997,BA.2.3,Omicron (BA.2-like)
EPI_ISL_14728967,BA.4.1,Omicron (BA.4-like)
EPI_ISL_12957968,BA.2,Omicron (BA.2-like)
EPI_ISL_16233537,BA.2,Omicron (BA.2-like)
EPI_ISL_15497389,BA.2,Omicron (BA.2-like)
EPI_ISL_15156758,BA.2,Omicron (BA.2-like)
EPI_ISL_12325119,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16239459,BA.2,Omicron (BA.2-like)
EPI_ISL_16239396,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_13622940,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_16197899,BA.2,Omicron (BA.2-like)
EPI_ISL_16195921,BA.5.1.24,Omicron (BA.5-like)
EPI_ISL_14727586,BA.5.1.24,Omicron (BA.5-like)
EPI_ISL_16212081,BA.2,Omicron (BA.2-like)
EPI_ISL_13209260,BA.2,Omicron (BA.2-like)
EPI_ISL_16239727,BA.2,Omicron (BA.2-like)
EPI_ISL_16438771,BA.2,Omicron (BA.2-like)
EPI_ISL_16211763,BA.2,Omicron (BA.2-like)
EPI_ISL_15498061,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498309,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16240338,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16232928,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13292662,BA.2,Omicron (BA.2-like)
EPI_ISL_16232836,BA.2.9,Omicron (BA.2-like)
EPI_ISL_10856593,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16195984,BA.1.1,Omicron (BA.1-like)
EPI_ISL_9084663,AY.43.8,Delta (B.1.617.2-like)
EPI_ISL_16211275,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16240538,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195659,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_16438637,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_13292790,BA.2.3,Omicron (BA.2-like)
EPI_ISL_12915518,AY.43,Delta (B.1.617.2-like)
EPI_ISL_13292677,BA.2,Omicron (BA.2-like)
EPI_ISL_13328923,BA.2,Omicron (BA.2-like)
EPI_ISL_16196897,BA.1,Omicron (BA.1-like)
EPI_ISL_16211203,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197746,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211613,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13292682,BA.2.18,Omicron (BA.2-like)
EPI_ISL_13293064,BA.2,Omicron (BA.2-like)
EPI_ISL_9640034,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16211874,BA.2,Omicron (BA.2-like)
EPI_ISL_15157014,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16197316,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16181199,AY.127,Delta (B.1.617.2-like)
EPI_ISL_14727589,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13292582,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498661,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211333,BA.2,Omicron (BA.2-like)
EPI_ISL_15498426,BA.2,Omicron (BA.2-like)
EPI_ISL_13394028,B.1,nan
EPI_ISL_13292949,B.1,nan
EPI_ISL_16239814,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_13209269,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_15498479,BA.4,Omicron (BA.4-like)
EPI_ISL_16211823,BA.2,Omicron (BA.2-like)
EPI_ISL_14729226,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14728049,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16196994,BA.2,Omicron (BA.2-like)
EPI_ISL_16197646,BA.2,Omicron (BA.2-like)
EPI_ISL_15497533,BA.2,Omicron (BA.2-like)
EPI_ISL_16195683,BA.1.1,Omicron (BA.1-like)
EPI_ISL_14729266,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12325115,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16645713,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729063,BA.5.2,Omicron (BA.5-like)
EPI_ISL_12325126,BA.2.56,Omicron (BA.2-like)
EPI_ISL_14476510,BA.2.56,Omicron (BA.2-like)
EPI_ISL_16439218,BA.2.18,Omicron (BA.2-like)
EPI_ISL_13292728,BA.2.18,Omicron (BA.2-like)
EPI_ISL_16196895,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_15287587,BA.5.2.1,Omicron (BA.5-like)
EPI_ISL_9083217,AY.121,Delta (B.1.617.2-like)
EPI_ISL_13292781,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729131,BA.2,Omicron (BA.2-like)
EPI_ISL_12351656,BA.2,Omicron (BA.2-like)
EPI_ISL_14729329,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195556,BA.2,Omicron (BA.2-like)
EPI_ISL_8926935,B.1.617.2,Delta (B.1.617.2-like)
EPI_ISL_16211139,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13300934,BA.2,Omicron (BA.2-like)
EPI_ISL_12958912,BA.2,Omicron (BA.2-like)
EPI_ISL_13300866,BA.5,Omicron (BA.5-like)
EPI_ISL_15498196,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16438688,BA.4,Omicron (BA.4-like)
EPI_ISL_13292601,BA.2,Omicron (BA.2-like)
EPI_ISL_15498560,BA.2,Omicron (BA.2-like)
EPI_ISL_15497596,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498701,BA.5.1,Omicron (BA.5-like)
EPI_ISL_11133184,AY.9.2,Delta (B.1.617.2-like)
EPI_ISL_16196825,BA.2,Omicron (BA.2-like)
EPI_ISL_16233023,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211092,AY.33.2,Delta (B.1.617.2-like)
EPI_ISL_10856886,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16196078,BA.1.17,Omicron (BA.1-like)
EPI_ISL_12324312,AY.4,Delta (AY.4-like)
EPI_ISL_12130736,BA.1.17,Omicron (BA.1-like)
EPI_ISL_10906990,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_14729120,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16239623,BA.2,Omicron (BA.2-like)
EPI_ISL_15498059,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16977470,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233042,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211231,BA.2.3,Omicron (BA.2-like)
EPI_ISL_9620248,BA.1,Omicron (BA.1-like)
EPI_ISL_8894121,AY.4,Delta (AY.4-like)
EPI_ISL_16438702,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12351826,BA.2,Omicron (BA.2-like)
EPI_ISL_14729075,BA.2,Omicron (BA.2-like)
EPI_ISL_13293107,BA.2,Omicron (BA.2-like)
EPI_ISL_16195680,BA.1,Omicron (BA.1-like)
EPI_ISL_15497530,BA.2,Omicron (BA.2-like)
EPI_ISL_14729352,BA.2,Omicron (BA.2-like)
EPI_ISL_16197104,BA.2,Omicron (BA.2-like)
EPI_ISL_16211709,BA.2,Omicron (BA.2-like)
EPI_ISL_16197300,BA.2,Omicron (BA.2-like)
EPI_ISL_15498580,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16240510,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498050,BA.2,Omicron (BA.2-like)
EPI_ISL_16196114,BA.2,Omicron (BA.2-like)
EPI_ISL_16197530,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12351607,BA.2,Omicron (BA.2-like)
EPI_ISL_11600816,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13292565,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16211225,BA.2,Omicron (BA.2-like)
EPI_ISL_13292832,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12130734,BA.1.17,Omicron (BA.1-like)
EPI_ISL_12351842,BA.2.23,Omicron (BA.2-like)
EPI_ISL_16232901,BA.2,Omicron (BA.2-like)
EPI_ISL_13300876,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729051,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_15157009,BA.2,Omicron (BA.2-like)
EPI_ISL_16438537,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211388,BA.2.23,Omicron (BA.2-like)
EPI_ISL_16195790,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195596,BA.1.1,Omicron (BA.1-like)
EPI_ISL_14728029,BA.2.3,Omicron (BA.2-like)
EPI_ISL_15498369,BA.2.10,Omicron (BA.2-like)
EPI_ISL_11376264,BA.2,Omicron (BA.2-like)
EPI_ISL_14729497,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14727533,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16239713,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13301003,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16232755,BA.2.1,Omicron (BA.2-like)
EPI_ISL_16211310,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16196202,BA.2,Omicron (BA.2-like)
EPI_ISL_14728961,BA.2,Omicron (BA.2-like)
EPI_ISL_13292754,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16240452,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16232842,BA.2,Omicron (BA.2-like)
EPI_ISL_13292703,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233326,BA.2,Omicron (BA.2-like)
EPI_ISL_16211442,BA.2,Omicron (BA.2-like)
EPI_ISL_16439032,BA.2,Omicron (BA.2-like)
EPI_ISL_12958905,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15497986,BA.2,Omicron (BA.2-like)
EPI_ISL_16240234,BA.2,Omicron (BA.2-like)
EPI_ISL_14729235,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13209291,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_16195580,BA.1.1,Omicron (BA.1-like)
EPI_ISL_15498232,BA.2,Omicron (BA.2-like)
EPI_ISL_15835809,BA.2,Omicron (BA.2-like)
EPI_ISL_13292563,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12221276,BA.2,Omicron (BA.2-like)
EPI_ISL_15498029,BA.2,Omicron (BA.2-like)
EPI_ISL_16232922,BA.2.56,Omicron (BA.2-like)
EPI_ISL_16197533,BA.2,Omicron (BA.2-like)
EPI_ISL_16198083,BA.2,Omicron (BA.2-like)
EPI_ISL_16197834,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197205,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729085,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_16438555,BA.2,Omicron (BA.2-like)
EPI_ISL_16196820,BA.2,Omicron (BA.2-like)
EPI_ISL_16233393,BA.2,Omicron (BA.2-like)
EPI_ISL_13451968,BA.2,Omicron (BA.2-like)
EPI_ISL_16196816,BA.2,Omicron (BA.2-like)
EPI_ISL_16211719,BA.2,Omicron (BA.2-like)
EPI_ISL_16239712,BA.2,Omicron (BA.2-like)
EPI_ISL_14728010,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197275,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16212071,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195560,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12351934,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195666,BA.1.17.2,Omicron (BA.1-like)
EPI_ISL_14099624,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13300859,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_14729225,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_16438546,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_16198028,BA.2,Omicron (BA.2-like)
EPI_ISL_16197680,BA.2,Omicron (BA.2-like)
EPI_ISL_12351906,BA.2,Omicron (BA.2-like)
EPI_ISL_16197854,BA.2,Omicron (BA.2-like)
EPI_ISL_16197471,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14728990,BA.2,Omicron (BA.2-like)
EPI_ISL_13292737,BA.2.54,Omicron (BA.2-like)
EPI_ISL_13292670,BA.2,Omicron (BA.2-like)
EPI_ISL_14729510,BA.2.36,Omicron (BA.2-like)
EPI_ISL_13293082,B,nan
EPI_ISL_12954496,B,nan
EPI_ISL_16197157,BA.1.1.1,Omicron (Unassigned)
EPI_ISL_16438627,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211194,BA.2,Omicron (BA.2-like)
EPI_ISL_16197963,BA.2,Omicron (BA.2-like)
EPI_ISL_15157043,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_15287572,BA.2,Omicron (BA.2-like)
EPI_ISL_13292869,BA.2,Omicron (BA.2-like)
EPI_ISL_13292809,BA.2.18,Omicron (BA.2-like)
EPI_ISL_11139822,AY.43,Delta (B.1.617.2-like)
EPI_ISL_11137352,B.1.617.2,Delta (B.1.617.2-like)
EPI_ISL_12473676,BA.2,Omicron (Unassigned)
EPI_ISL_13293023,BA.2,Omicron (BA.2-like)
EPI_ISL_16438985,BA.2,Omicron (BA.2-like)
EPI_ISL_16194578,BA.2,Omicron (BA.2-like)
EPI_ISL_12351512,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13293080,BA.2,Omicron (BA.2-like)
EPI_ISL_13476961,BE.1,Omicron (BA.5-like)
EPI_ISL_13100329,BA.2.18,Omicron (BA.2-like)
EPI_ISL_14729365,BA.2,Omicron (BA.2-like)
EPI_ISL_16197242,BA.2,Omicron (BA.2-like)
EPI_ISL_16211273,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_13829455,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_15156999,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_14727577,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_15498437,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211306,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13159590,BA.2,Omicron (BA.2-like)
EPI_ISL_10856795,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16177457,BA.2,Omicron (BA.2-like)
EPI_ISL_14729328,BA.2,Omicron (BA.2-like)
EPI_ISL_16212074,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16438631,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16211143,BA.2,Omicron (BA.2-like)
EPI_ISL_15498069,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211103,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12351879,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16233098,BA.2,Omicron (BA.2-like)
EPI_ISL_13292996,BA.2,Omicron (BA.2-like)
EPI_ISL_14729101,BA.2.3,Omicron (BA.2-like)
EPI_ISL_15497556,BA.2.3,Omicron (BA.2-like)
EPI_ISL_15498431,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211245,BA.2,Omicron (BA.2-like)
EPI_ISL_16211228,BA.2,Omicron (BA.2-like)
EPI_ISL_13293087,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13292674,BA.2,Omicron (BA.2-like)
