accession,lineage
EPI_ISL_12029539,BA.2
EPI_ISL_11477362,BA.2
EPI_ISL_12785773,BA.2
EPI_ISL_12709318,BA.2
EPI_ISL_11814298,BA.2.12.1
EPI_ISL_13959167,BA.2.12.1
EPI_ISL_12285200,BA.2
EPI_ISL_12005986,BA.2
EPI_ISL_12718032,B.1.1.529
EPI_ISL_11580335,B.1.1.529
EPI_ISL_10776781,AY.4.2.2
EPI_ISL_13267287,BA.2
EPI_ISL_12029552,BA.1.1.1
EPI_ISL_12441777,BA.2
EPI_ISL_11998118,BA.2
EPI_ISL_13514245,BA.2
EPI_ISL_12412657,BA.2
EPI_ISL_13271273,BA.2.11
EPI_ISL_13130649,BA.2.11
EPI_ISL_11994283,BA.2
EPI_ISL_13271109,BA.2
EPI_ISL_11171163,B.1.617.2
EPI_ISL_8810982,AY.122
EPI_ISL_11563395,BA.2
EPI_ISL_9599089,B.1.617.2
EPI_ISL_13085266,BA.2
EPI_ISL_12785777,AY.43
EPI_ISL_9155823,AY.43
EPI_ISL_13714522,BA.2
EPI_ISL_12064967,BA.2
EPI_ISL_12477191,BA.2
EPI_ISL_11840885,BA.2
EPI_ISL_13321635,BA.2
EPI_ISL_12441786,BA.2
EPI_ISL_9245929,BA.2
EPI_ISL_13086325,BA.2
EPI_ISL_12248911,AY.43
EPI_ISL_10219780,AY.43
EPI_ISL_9429123,AY.34.1
EPI_ISL_13085611,BA.2
EPI_ISL_11814237,BA.2
EPI_ISL_13444597,BA.2.71
EPI_ISL_9855424,BA.2.49
EPI_ISL_12709206,BA.2.49
EPI_ISL_10134336,BA.1.1
EPI_ISL_12641853,BA.2
EPI_ISL_11871069,BA.2
EPI_ISL_11273518,BA.1.1
EPI_ISL_13010296,BA.2
EPI_ISL_8873715,AY.43
EPI_ISL_12709695,BA.2
EPI_ISL_11563440,BA.2
EPI_ISL_13714488,BA.4.1
EPI_ISL_13084913,BA.2.9
EPI_ISL_10100003,AY.43
EPI_ISL_11563437,BA.1.18
EPI_ISL_10352363,BA.2
EPI_ISL_12587154,BA.2
EPI_ISL_12029550,AY.125
EPI_ISL_10777026,AY.125
EPI_ISL_9796751,AY.122
EPI_ISL_9245679,AY.122
EPI_ISL_13085457,BA.2.9
EPI_ISL_12452168,BA.2
EPI_ISL_11477360,BA.2
EPI_ISL_12717903,BA.2
EPI_ISL_12322439,BA.2
EPI_ISL_12249435,BA.2
EPI_ISL_13514997,BA.2
EPI_ISL_13616878,BA.2
EPI_ISL_11840935,BA.2
EPI_ISL_13743439,BA.2
EPI_ISL_13514929,BA.2
EPI_ISL_9474904,AY.4.2
EPI_ISL_11564598,BA.1.18
EPI_ISL_12709648,BA.2
EPI_ISL_12709281,BA.2
EPI_ISL_11580257,B.1.1.529
EPI_ISL_12255009,AY.98.1
EPI_ISL_11998122,BA.2
EPI_ISL_13085243,BA.2.9
EPI_ISL_12996104,BA.2
EPI_ISL_9470068,BA.1.1.1
EPI_ISL_12064969,BA.1.1.1
EPI_ISL_12157410,BA.2
EPI_ISL_9470034,BA.1.18
EPI_ISL_12251249,BA.2
EPI_ISL_13296663,BA.2.49
EPI_ISL_9470031,BA.1.13
EPI_ISL_10314496,BA.1.17
EPI_ISL_10717709,AY.122
EPI_ISL_8812135,AY.122
EPI_ISL_11273535,BA.2.3
EPI_ISL_9797685,AY.43
EPI_ISL_12709687,BA.2
EPI_ISL_12280288,BA.2
EPI_ISL_11560282,BA.2
EPI_ISL_13271334,BA.2
EPI_ISL_12472567,BA.2
EPI_ISL_9862415,BA.2
EPI_ISL_13084962,BA.2
EPI_ISL_13713933,BA.2.40.1
EPI_ISL_15299716,BA.2
EPI_ISL_9855343,AY.43
EPI_ISL_13085916,BA.2
EPI_ISL_9319463,AY.43
EPI_ISL_10776999,AY.43
EPI_ISL_11994262,BA.2
EPI_ISL_9322174,AY.43
EPI_ISL_12637669,BA.2
EPI_ISL_10352395,BA.1.17
EPI_ISL_9016188,AY.4
EPI_ISL_12709630,BA.2
EPI_ISL_12177384,BA.2
EPI_ISL_8869107,BA.2
EPI_ISL_13446747,BA.2
EPI_ISL_12562072,BA.2
EPI_ISL_13904518,AY.43
EPI_ISL_12065038,BA.2
EPI_ISL_13283233,BA.2
EPI_ISL_13616618,B.1.617.2
EPI_ISL_13085862,B.1.617.2
EPI_ISL_14320805,BA.2
EPI_ISL_13085238,BA.2
EPI_ISL_12617274,BA.2
EPI_ISL_13514195,BA.2
EPI_ISL_9668846,BA.2
EPI_ISL_11564553,BA.1.18
EPI_ISL_11563357,BA.2
EPI_ISL_11564608,BA.1.18
EPI_ISL_11995590,BA.2
EPI_ISL_13514992,AY.92
EPI_ISL_9388760,AY.92
EPI_ISL_9858106,B.1.617.2
EPI_ISL_13713589,BA.2.9.3
EPI_ISL_12441752,BA.2.6
EPI_ISL_13578704,BA.2.9.3
EPI_ISL_13514228,BA.2
EPI_ISL_12709263,BA.2
EPI_ISL_13086115,BA.2
EPI_ISL_13376134,BA.2
EPI_ISL_12996082,BA.2.3
EPI_ISL_11328422,BA.2
EPI_ISL_13150094,BA.2
EPI_ISL_9319411,BA.2
EPI_ISL_12421968,BA.2
EPI_ISL_8790900,BA.2
EPI_ISL_12587132,AY.4.2.1
EPI_ISL_9570630,AY.4.2.1
EPI_ISL_9425828,AY.43
EPI_ISL_13525022,BA.5.1
EPI_ISL_13714484,BA.5.1
EPI_ISL_11994252,BA.2
EPI_ISL_13085162,BA.2
EPI_ISL_12709326,BA.2
EPI_ISL_12995590,BA.2
EPI_ISL_12512831,BA.2
EPI_ISL_10352319,AY.42
EPI_ISL_12029557,BA.2
EPI_ISL_10902143,AY.122.6
EPI_ISL_13085378,BA.2
EPI_ISL_13085300,BA.2
EPI_ISL_11580339,AY.9.2
EPI_ISL_9423009,BA.2
EPI_ISL_11273546,BA.2
EPI_ISL_9791197,AY.4
EPI_ISL_13578712,BA.2
EPI_ISL_11564607,BA.1.18
EPI_ISL_10945860,AY.46
EPI_ISL_10220894,AY.46
EPI_ISL_13955716,BA.2.23
EPI_ISL_10314500,BA.2.23
EPI_ISL_13085028,BA.2.49
EPI_ISL_12285239,BA.2
EPI_ISL_9515151,AY.43
EPI_ISL_12995596,BA.2
EPI_ISL_9515154,BA.2
EPI_ISL_13085960,BA.2
EPI_ISL_9858180,AY.98.1
EPI_ISL_12223783,AY.43
EPI_ISL_10719326,BA.2
EPI_ISL_12280305,BA.2
EPI_ISL_8787324,AY.43
EPI_ISL_11580284,BA.1.18
EPI_ISL_13137030,BA.2
EPI_ISL_13086187,BA.2
EPI_ISL_13714133,BA.2
EPI_ISL_11278986,BA.2
EPI_ISL_11579997,BA.2
EPI_ISL_13514491,BA.2.12.1
EPI_ISL_8810988,AY.36
EPI_ISL_11997306,BA.2
EPI_ISL_13714523,BA.5.2.1
EPI_ISL_9855359,AY.98.1
EPI_ISL_13713493,BA.2
EPI_ISL_12582277,BA.2
EPI_ISL_10776987,AY.43
EPI_ISL_11870910,AY.43
EPI_ISL_12155526,BA.2
EPI_ISL_12512753,BA.2
EPI_ISL_9002733,AY.111
EPI_ISL_12641842,BA.2
EPI_ISL_11919244,BA.2
EPI_ISL_13086427,BA.2.9
EPI_ISL_13271147,BA.2.9
EPI_ISL_13086294,BA.2.3
EPI_ISL_11372234,BA.2.6
EPI_ISL_13085345,BA.2
EPI_ISL_13085482,BA.2.32
EPI_ISL_11245956,BA.2.40.1
EPI_ISL_13376163,BA.2.40.1
EPI_ISL_12322399,BA.1.1.1
EPI_ISL_16467332,AY.43
EPI_ISL_11449732,BA.2.9
EPI_ISL_12005965,BA.2
EPI_ISL_12152805,BA.2
EPI_ISL_11995606,BA.2
EPI_ISL_12249430,BA.2
EPI_ISL_11564549,BA.1.18
EPI_ISL_13086253,BA.2
EPI_ISL_12855033,BA.2.11
EPI_ISL_8804787,AY.5.4
EPI_ISL_12471809,BA.2
EPI_ISL_9321551,AY.43
EPI_ISL_9319563,AY.46.6
EPI_ISL_12442300,AY.43
EPI_ISL_11580463,AY.43
EPI_ISL_13085988,BA.2
EPI_ISL_10021303,BA.2
EPI_ISL_11278970,BA.2
EPI_ISL_9002747,AY.43
EPI_ISL_12709254,BA.2
EPI_ISL_11502831,AY.43
EPI_ISL_13086169,AY.98.1
EPI_ISL_9862376,AY.98.1
EPI_ISL_13616652,BA.2
EPI_ISL_10099486,AY.43
EPI_ISL_13086303,BA.2
EPI_ISL_12533136,BA.2
EPI_ISL_13084874,BA.2
EPI_ISL_12412805,BA.2
EPI_ISL_12587157,BA.1.1
EPI_ISL_11563498,BA.1.1
EPI_ISL_10441393,AY.43
EPI_ISL_11502886,AY.43
EPI_ISL_12587170,BA.2
EPI_ISL_8929449,AY.126
EPI_ISL_13086440,BA.2.9
EPI_ISL_8775388,AY.5
EPI_ISL_11309823,BA.2
EPI_ISL_12248913,BA.2
EPI_ISL_12322417,BA.2
EPI_ISL_13084931,BA.2
EPI_ISL_12064982,BA.2
EPI_ISL_11919241,BA.2
EPI_ISL_11564528,BA.1.1
EPI_ISL_13085107,BA.2
EPI_ISL_13010297,BA.2
EPI_ISL_12709252,BA.2
EPI_ISL_10100022,AY.43
EPI_ISL_9598474,AY.43
EPI_ISL_11278956,BA.1.1
EPI_ISL_11563394,BA.2
EPI_ISL_13086260,BA.2
EPI_ISL_10211603,AY.43
EPI_ISL_11566703,AY.20
EPI_ISL_11372295,AY.20
EPI_ISL_13713844,BA.2
EPI_ISL_11557240,BA.2
EPI_ISL_13262924,BF.1
EPI_ISL_11225573,AY.113
EPI_ISL_11994258,BA.2
EPI_ISL_9879521,AY.4
EPI_ISL_11273550,BA.2
EPI_ISL_11998222,BA.2
EPI_ISL_9613649,AY.122
EPI_ISL_12065049,BA.2
EPI_ISL_13136954,BA.2
EPI_ISL_11278966,BA.2
EPI_ISL_8812285,AY.122
EPI_ISL_10004748,BA.1.1
EPI_ISL_12134313,BA.1.1.1
EPI_ISL_11564537,BA.1.1.1
EPI_ISL_13085128,BA.2
EPI_ISL_12029565,BA.2
EPI_ISL_11563373,BA.2
EPI_ISL_12714475,BA.2
EPI_ISL_13085241,BA.2
EPI_ISL_11557239,BA.2
EPI_ISL_11563493,AY.34.1
EPI_ISL_8931751,AY.34.1
EPI_ISL_13130681,BA.2
EPI_ISL_11278985,BA.2
EPI_ISL_16467387,AY.43
EPI_ISL_9600675,AY.111
EPI_ISL_12892408,BA.2
EPI_ISL_13085662,BA.2
EPI_ISL_13085303,BA.2
EPI_ISL_12751860,BA.2
EPI_ISL_12155533,BA.2
EPI_ISL_12322459,BA.2
EPI_ISL_12248907,BA.2.9
EPI_ISL_13514039,BA.2.12.1
EPI_ISL_10901434,BA.2
EPI_ISL_12582576,BA.2
EPI_ISL_10312293,BA.2.9.3
EPI_ISL_13085417,BA.2.9.3
EPI_ISL_12322478,BA.2.65
EPI_ISL_9791368,AY.43
EPI_ISL_11867945,BA.2
EPI_ISL_8671815,AY.121
EPI_ISL_11372238,AY.98.1
EPI_ISL_13283229,BA.2
EPI_ISL_10071276,AY.43
EPI_ISL_8673425,AY.9.2
EPI_ISL_13010949,B.1.617.2
EPI_ISL_9319397,B.1.617.2
EPI_ISL_11867955,BA.2
EPI_ISL_12587147,BA.2
EPI_ISL_13267406,BA.2
EPI_ISL_12995466,BA.2
EPI_ISL_13614237,BA.2.12.1
EPI_ISL_13150128,BA.2
EPI_ISL_11563485,BA.2
EPI_ISL_12249438,BA.2
EPI_ISL_11526161,AY.43
EPI_ISL_13086431,BA.2
EPI_ISL_11563374,BA.2
EPI_ISL_13084859,BA.2
EPI_ISL_11171173,B.1.617.2
EPI_ISL_13086149,BA.2
EPI_ISL_10776834,BA.2
EPI_ISL_12709530,BA.2
EPI_ISL_9425139,AY.36
EPI_ISL_12785780,BA.2.9.3
EPI_ISL_13086106,BA.2
EPI_ISL_11563478,BA.2
EPI_ISL_12587189,BA.2
EPI_ISL_13085984,BA.2.9.3
EPI_ISL_12421852,AY.43
EPI_ISL_11225569,AY.43
EPI_ISL_12065051,BA.2
EPI_ISL_12617314,BA.2
EPI_ISL_11995583,BA.2
EPI_ISL_12641812,BA.2
EPI_ISL_13541668,B
EPI_ISL_13086189,BA.2
EPI_ISL_9463383,AY.122
EPI_ISL_12709658,BA.2
EPI_ISL_8812155,AY.43
EPI_ISL_13959126,BA.2
EPI_ISL_13085413,BA.2.9
EPI_ISL_13283531,BA.2
EPI_ISL_9612629,BA.1.1.11
EPI_ISL_11273557,BA.2
EPI_ISL_12995488,BA.2
EPI_ISL_9463384,AY.43
EPI_ISL_12065002,BA.2
EPI_ISL_11140701,BA.1.1
EPI_ISL_12322472,BA.2
EPI_ISL_12617289,BA.2.3
EPI_ISL_14324274,BA.2.18
EPI_ISL_10071333,BA.1.15
EPI_ISL_12829648,BA.2
EPI_ISL_11567828,BA.1.1.1
EPI_ISL_8576460,AY.43
EPI_ISL_13990174,BA.2
EPI_ISL_12322444,BA.2
EPI_ISL_11079902,AY.9.2
EPI_ISL_12995602,BA.2
EPI_ISL_11278958,BA.1.1
EPI_ISL_13616707,BA.2
EPI_ISL_12617211,BA.2
EPI_ISL_13086123,BA.2.38
EPI_ISL_13086374,BA.2.49
EPI_ISL_9016196,AY.122
EPI_ISL_11814291,BA.2
EPI_ISL_12582571,BA.2
EPI_ISL_13085223,BA.2
EPI_ISL_12452177,BA.2
EPI_ISL_13086314,BA.2
EPI_ISL_12709670,BA.2
EPI_ISL_9427960,B.1.617.2
EPI_ISL_10007027,BA.1.1
EPI_ISL_11566718,BA.2
EPI_ISL_13085301,BA.2
EPI_ISL_11995596,BA.2
EPI_ISL_8787321,AY.43
EPI_ISL_13068488,AY.42
EPI_ISL_9258625,B.1.617.2
EPI_ISL_12152797,BA.2
EPI_ISL_13086276,BA.2.9.3
EPI_ISL_11811292,BA.2
EPI_ISL_13085420,BA.2
EPI_ISL_11372443,AY.122
EPI_ISL_12412677,BA.2
EPI_ISL_11841747,BA.2.9.4
EPI_ISL_13842773,BA.5.1
EPI_ISL_11273533,BA.2
EPI_ISL_12248938,BA.2
EPI_ISL_12812122,BA.2
EPI_ISL_12587133,BA.2
EPI_ISL_13177587,BA.2.36
EPI_ISL_13516963,BA.2
EPI_ISL_13085542,BA.2
EPI_ISL_12717990,AY.122
EPI_ISL_8672225,AY.122
EPI_ISL_11372137,AY.4
EPI_ISL_12995476,BA.2
EPI_ISL_12270600,BA.2
EPI_ISL_13262934,BA.2
EPI_ISL_13283528,BA.2
EPI_ISL_11279026,BA.2
EPI_ISL_10776833,AY.4
EPI_ISL_13842787,BA.5.2.20
EPI_ISL_9613648,AY.126
EPI_ISL_10352322,BA.1.17.2
EPI_ISL_12753579,BA.2.3
EPI_ISL_13959104,BA.2
EPI_ISL_13713593,BA.2
EPI_ISL_9704053,BA.1.1
EPI_ISL_12996106,BA.2
EPI_ISL_13084867,BA.2.9
EPI_ISL_13713687,BA.2.56
EPI_ISL_8847191,AY.4
EPI_ISL_9470029,BA.1.1
EPI_ISL_12029551,BA.2
EPI_ISL_12637388,BA.2
EPI_ISL_14320733,BA.2.9
EPI_ISL_12641828,BA.2
EPI_ISL_9426344,AY.121
EPI_ISL_13130701,BA.2
EPI_ISL_13444675,BA.2.9.3
EPI_ISL_13655411,BA.2
EPI_ISL_10314485,BA.1.17
EPI_ISL_10888269,BA.2.6
EPI_ISL_13958870,BA.2.36
EPI_ISL_13084853,BA.2
EPI_ISL_12753555,BA.2
EPI_ISL_13714147,BA.2.13
EPI_ISL_13578652,BA.5.2.1
EPI_ISL_10352346,BA.2
EPI_ISL_11279018,BA.2
EPI_ISL_13085297,BA.2
EPI_ISL_11579887,BA.2
EPI_ISL_12442285,BA.2
EPI_ISL_12157804,BA.2
EPI_ISL_10777011,AY.103
EPI_ISL_11564542,BA.1.1.1
EPI_ISL_10071271,BA.2
EPI_ISL_12279387,BA.2
EPI_ISL_13514915,BA.2
EPI_ISL_12029549,BA.2
EPI_ISL_11563528,BA.2
EPI_ISL_13085270,BA.2
EPI_ISL_11868510,AY.34.1
EPI_ISL_12177022,BA.2
EPI_ISL_13085110,BA.2
EPI_ISL_12322447,BA.2
EPI_ISL_12995472,BA.2
EPI_ISL_13084872,BA.2
EPI_ISL_13086104,BA.2.49
EPI_ISL_12279358,BA.2
EPI_ISL_13085455,BA.2
EPI_ISL_11080394,AY.4
EPI_ISL_13136990,BA.2.9.4
EPI_ISL_13271281,BA.5.1
EPI_ISL_13714509,BA.2
EPI_ISL_11563500,BA.2
EPI_ISL_13958975,BA.2.12.1
EPI_ISL_11994638,AY.122
EPI_ISL_11840889,BA.2
EPI_ISL_8869440,AY.43
EPI_ISL_12065059,BA.2
EPI_ISL_12579997,BA.2
EPI_ISL_12152819,BA.2
EPI_ISL_12412615,BA.2
EPI_ISL_12441772,BA.2
EPI_ISL_9425733,AY.122
EPI_ISL_13842775,BA.5.1
EPI_ISL_13085030,BA.2
EPI_ISL_12157416,BA.2
EPI_ISL_12065019,BA.2
EPI_ISL_12152800,BA.2
EPI_ISL_13068713,BA.2.9.4
EPI_ISL_12580006,BA.2
EPI_ISL_10717773,AY.122
EPI_ISL_12996061,BA.2
EPI_ISL_9016125,B.1.617.2
EPI_ISL_12580008,BA.2
EPI_ISL_12005961,BA.2
EPI_ISL_12836158,BA.2
EPI_ISL_13616808,BA.2
EPI_ISL_11840923,BA.2.3
EPI_ISL_10312738,AY.43
EPI_ISL_11563372,BA.2
EPI_ISL_12280295,BA.2
EPI_ISL_12005943,BA.2
EPI_ISL_11564590,BA.2
EPI_ISL_13084887,BA.2.9.3
EPI_ISL_13516957,BA.2
EPI_ISL_13085669,BA.2
EPI_ISL_12005966,BA.2
EPI_ISL_13262942,BA.5.2.1
EPI_ISL_8873965,AY.122
EPI_ISL_11580287,BA.2
EPI_ISL_14321016,BA.2
EPI_ISL_12262368,BA.2
EPI_ISL_10021307,BA.1.17.2
EPI_ISL_13617738,BA.2
EPI_ISL_11245003,BA.2
EPI_ISL_11563539,BA.1.1.1
EPI_ISL_12709641,BA.2
EPI_ISL_11564594,BA.2
EPI_ISL_12280067,BA.2
EPI_ISL_8671783,AY.43
EPI_ISL_11580289,BA.2
EPI_ISL_13085571,BA.2
EPI_ISL_11563484,BA.1.17.2
EPI_ISL_13086436,BA.2.9
EPI_ISL_10073578,BA.2
EPI_ISL_13283526,BA.2.36
EPI_ISL_10071297,BA.2.36
EPI_ISL_13271293,BA.2.36
EPI_ISL_9704075,BA.2
EPI_ISL_11279004,BA.2
EPI_ISL_12065031,BA.2.3
EPI_ISL_11095675,BA.2
EPI_ISL_13655358,BA.2
EPI_ISL_12580015,BA.2
EPI_ISL_9879529,AY.43
EPI_ISL_12219564,AY.43
EPI_ISL_10071300,B.1.1.529
EPI_ISL_11580346,B.1.1.529
EPI_ISL_12709316,BA.2
EPI_ISL_10099991,AY.43
EPI_ISL_11563335,BA.2.6
EPI_ISL_12512838,BA.2
EPI_ISL_12029513,BA.2
EPI_ISL_11560265,BA.2.10.1
EPI_ISL_13130640,BA.2.11
EPI_ISL_11564550,BA.2
EPI_ISL_13086309,BA.2.48
EPI_ISL_12709677,BA.2
EPI_ISL_12836171,BA.2.38
EPI_ISL_12029491,BA.2
EPI_ISL_9601598,AY.122
EPI_ISL_13069782,BA.2
EPI_ISL_13085113,BA.2
EPI_ISL_12452171,BA.2
EPI_ISL_9388304,AY.43
EPI_ISL_10942623,BA.2
EPI_ISL_11579962,BA.2
EPI_ISL_13086285,BA.2
EPI_ISL_13514312,BA.2
EPI_ISL_12709666,BA.2
EPI_ISL_12005963,BA.2.6
EPI_ISL_12206631,BA.2
EPI_ISL_12029523,BA.2
EPI_ISL_12254312,AY.43
EPI_ISL_13086054,BA.2
EPI_ISL_12029534,BA.2.12.1
EPI_ISL_13378521,BA.2.12.1
EPI_ISL_12412725,BA.2
EPI_ISL_10312287,BA.1.1.1
EPI_ISL_8929431,AY.43
EPI_ISL_11477381,B.1.617.2
EPI_ISL_9425118,B.1.617.2
EPI_ISL_9791199,AY.4.2.2
EPI_ISL_11580280,BA.1.18
EPI_ISL_13086177,BA.2
EPI_ISL_11919008,BA.2
EPI_ISL_12477079,BA.2
EPI_ISL_12177018,BA.2
EPI_ISL_12152835,BA.2
EPI_ISL_9471305,BA.2
EPI_ISL_13085264,BA.2
EPI_ISL_12442290,BA.2
EPI_ISL_12753573,BA.2
EPI_ISL_11564527,BA.2
EPI_ISL_11560270,BA.2
EPI_ISL_12152808,BA.2
EPI_ISL_13271451,BA.2
EPI_ISL_9357370,B.1.617.2
EPI_ISL_10719327,AY.122.6
EPI_ISL_9319513,AY.34.1
EPI_ISL_12134320,BA.2
EPI_ISL_9602930,BA.1
EPI_ISL_9425910,AY.43
EPI_ISL_12617188,BA.2
EPI_ISL_13085569,BA.2
EPI_ISL_10312299,BA.1
EPI_ISL_12441749,BA.2
EPI_ISL_13444684,BA.2.38
EPI_ISL_13086214,BA.2.6
EPI_ISL_12249431,BA.2.6
EPI_ISL_13842776,BA.4
EPI_ISL_12587168,BA.2
EPI_ISL_12582280,BA.2.12.1
EPI_ISL_14320785,BA.2.12.1
EPI_ISL_10312312,BA.1.1.1
EPI_ISL_12441753,BA.2
EPI_ISL_12579833,BA.2.49
EPI_ISL_12709702,BA.2.49
EPI_ISL_11840940,BA.2
EPI_ISL_11372207,BA.2
EPI_ISL_13085002,BA.2
EPI_ISL_11563404,BA.2.38
EPI_ISL_13713496,BA.2.38
EPI_ISL_13617711,BA.2.9.3
EPI_ISL_11488321,AY.43
EPI_ISL_9388324,AY.43
EPI_ISL_12322469,BA.2.6
EPI_ISL_10134348,BA.1.18
EPI_ISL_13713394,BA.2.9.4
EPI_ISL_12285274,BA.2.11
EPI_ISL_13376094,BA.2
EPI_ISL_12512727,BA.2
EPI_ISL_13177562,BA.2
EPI_ISL_12279396,BA.2
EPI_ISL_12412012,BA.2
EPI_ISL_14864911,AY.122
EPI_ISL_13262900,BA.2
EPI_ISL_11867688,BA.2
EPI_ISL_9322509,AY.43
EPI_ISL_14320794,BA.2
EPI_ISL_14224610,BA.2.9
EPI_ISL_13578716,BA.2.12.1
EPI_ISL_12533135,BA.2
EPI_ISL_12156076,BA.2
EPI_ISL_12065021,BA.2
EPI_ISL_13262914,BA.2
EPI_ISL_11994274,BA.2
EPI_ISL_12442314,BA.2
EPI_ISL_13714473,BA.5.2
EPI_ISL_13085295,BA.2
EPI_ISL_12452179,BA.2
EPI_ISL_12996072,BA.2
EPI_ISL_11564592,BA.1.1.1
EPI_ISL_11372226,AY.122
EPI_ISL_9879500,BA.1
EPI_ISL_12248919,BA.2
EPI_ISL_12441751,BA.2
EPI_ISL_11579907,BA.2
EPI_ISL_12184599,AY.9
EPI_ISL_10098726,AY.9
EPI_ISL_8812635,AY.92
EPI_ISL_10007023,BA.2
EPI_ISL_9229986,AY.127
EPI_ISL_12254836,AY.9.2
EPI_ISL_10717659,AY.43
EPI_ISL_9796613,AY.43
EPI_ISL_8847184,BA.2
EPI_ISL_11273559,BA.2
EPI_ISL_11825369,BA.2.10
EPI_ISL_11563429,AY.100
EPI_ISL_10134350,BA.2
EPI_ISL_9002732,AY.43
EPI_ISL_12152806,BA.2
EPI_ISL_11814293,BA.2
EPI_ISL_13085225,AY.4
EPI_ISL_9597571,AY.4
EPI_ISL_13085520,BA.2
EPI_ISL_12445693,BA.2
EPI_ISL_12996063,BA.2
EPI_ISL_9258621,AY.5.4
EPI_ISL_12587160,BA.2
EPI_ISL_11563508,BA.2
EPI_ISL_13086229,BA.2
EPI_ISL_10266317,B.1.1.529
EPI_ISL_13085203,AY.43
EPI_ISL_9087421,AY.43
EPI_ISL_13454248,BA.2
EPI_ISL_9597531,AY.98.1
EPI_ISL_10366086,AY.122
EPI_ISL_13296643,BA.2.49
EPI_ISL_12152814,BA.2
EPI_ISL_13010940,BA.2
EPI_ISL_10776975,AY.103
EPI_ISL_12996021,BA.2
EPI_ISL_13084882,BA.2
EPI_ISL_12179601,BA.2
EPI_ISL_9426505,AY.43
EPI_ISL_12587194,BA.2
EPI_ISL_9604843,AY.98.1
EPI_ISL_12152823,BA.2
EPI_ISL_11278965,AY.4.2.3
EPI_ISL_10220872,AY.4.2.3
EPI_ISL_12617326,BA.2
EPI_ISL_13271373,BA.2
EPI_ISL_9415968,AY.4
EPI_ISL_10071268,AY.121
EPI_ISL_12279354,BA.2
EPI_ISL_12249433,BA.2
EPI_ISL_9245690,BA.2.23
EPI_ISL_12322421,BA.2.23
EPI_ISL_13617005,BA.2.38
EPI_ISL_12587167,BA.2.6
EPI_ISL_13085437,BA.2.9
EPI_ISL_13655391,BA.2
EPI_ISL_13086406,BA.2.6
EPI_ISL_10004754,BA.1.18
EPI_ISL_12254185,BA.2
EPI_ISL_12442328,BA.2
EPI_ISL_12836159,BA.2
EPI_ISL_12587172,BA.2.9
EPI_ISL_12709634,BA.2
EPI_ISL_11564551,BA.1.1.1
EPI_ISL_13616870,BA.2
EPI_ISL_11564603,BA.1.1.1
EPI_ISL_13883898,BA.2
EPI_ISL_12421057,BA.2
EPI_ISL_14320966,BA.2
EPI_ISL_11563325,BA.2
EPI_ISL_12709646,BA.2
EPI_ISL_13085605,BA.2.9
EPI_ISL_14321031,BA.2.11
EPI_ISL_13085043,BA.2
EPI_ISL_10366113,B.1.617.2
EPI_ISL_13267376,BA.2
EPI_ISL_11037031,BA.1.1.1
EPI_ISL_11995582,BA.2
EPI_ISL_9797776,AY.121
EPI_ISL_12442307,BA.2.37
EPI_ISL_12322451,BA.2
EPI_ISL_13713869,BA.2.44
EPI_ISL_11814229,BA.2
EPI_ISL_10099526,AY.43
EPI_ISL_10034533,BA.2
EPI_ISL_13253766,BA.2.9.3
EPI_ISL_12061712,AY.43
EPI_ISL_11586361,AY.43
EPI_ISL_13085678,BA.2
EPI_ISL_11867944,BA.2
EPI_ISL_9425119,AY.4
EPI_ISL_12714663,BA.2
EPI_ISL_13183298,BA.2
EPI_ISL_8672216,BA.2
EPI_ISL_12064999,BA.2
EPI_ISL_11579786,BA.1
EPI_ISL_13714476,BA.5.1
EPI_ISL_9178363,AY.43
EPI_ISL_9879525,AY.122
EPI_ISL_12255016,AY.122
EPI_ISL_13329158,BA.2.9
EPI_ISL_12474000,BA.2.9
EPI_ISL_13329445,AY.98.1
EPI_ISL_8673368,AY.98.1
EPI_ISL_9322607,AY.43
EPI_ISL_12133909,BA.1.1.1
EPI_ISL_13714515,BA.1.1.1
EPI_ISL_9700601,B.1.617.2
EPI_ISL_9155618,AY.4
EPI_ISL_13177563,BA.2
EPI_ISL_13085251,BA.2
EPI_ISL_13616595,BA.2
EPI_ISL_9317401,AY.43
EPI_ISL_13084897,BA.1.1.1
EPI_ISL_11563352,BA.1.1.1
EPI_ISL_13842750,BA.4
EPI_ISL_12398202,BA.2
EPI_ISL_10100114,AY.43
EPI_ISL_13616925,BA.2
EPI_ISL_13085234,BA.2
EPI_ISL_12029567,BA.2
EPI_ISL_9602914,AY.43
EPI_ISL_9155886,AY.43
EPI_ISL_13955545,BA.2.12.1
EPI_ISL_13086028,BA.2
EPI_ISL_13262880,BA.2
EPI_ISL_13084823,BA.2
EPI_ISL_9855292,AY.4
EPI_ISL_12441747,BA.2
EPI_ISL_13085665,BA.2
EPI_ISL_12412763,BA.2
EPI_ISL_10365704,AY.46.6
EPI_ISL_12322441,BA.2
EPI_ISL_13444653,BA.2
EPI_ISL_13084877,BA.2
EPI_ISL_11995608,BA.2
EPI_ISL_9879495,BA.1.1.1
EPI_ISL_8787700,B.1.617.2
EPI_ISL_13086166,BA.2
EPI_ISL_13085152,BA.2.9.4
EPI_ISL_13616654,BA.2
EPI_ISL_13091277,BA.5.2.1
EPI_ISL_12029487,B.1.617.2
